"","X","chatter","current_events","travel","photo_sharing","uncategorized","tv_film","sports_fandom","politics","food","family","home_and_garden","music","news","online_gaming","shopping","health_nutrition","college_uni","sports_playing","cooking","eco","computers","business","outdoors","crafts","automotive","art","religion","beauty","parenting","dating","school","personal_fitness","fashion","small_business","spam","adult","total"
"653","b5yleh21q",2,4,1,10,2,1,1,0,0,2,3,5,0,0,3,1,0,1,7,0,0,0,0,1,0,1,0,8,2,5,2,1,7,1,0,0,71
"654","cvfnmgpua",7,0,1,3,2,1,2,6,0,0,0,2,5,1,4,1,1,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,42
"655","yj35vhz8f",6,3,0,3,1,3,1,0,3,0,0,1,1,2,0,0,2,0,1,3,0,3,1,0,1,0,0,2,1,15,5,1,4,0,0,0,63
"656","1d56gocm3",3,3,3,1,0,4,0,0,0,0,0,5,2,1,0,0,7,0,3,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,0,38
"657","8ctz2ipvm",9,2,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,23
"658","mih89wuep",4,0,0,0,1,2,5,4,0,3,0,0,6,12,0,0,12,4,0,0,0,0,2,0,5,0,0,0,1,0,1,1,1,0,0,0,64
"659","9vakyjhgx",9,2,2,3,0,5,2,0,1,0,1,4,0,1,1,0,7,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,44
"660","gh2blnq8p",10,1,1,9,0,0,0,2,0,1,2,1,2,0,5,0,1,0,1,2,1,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,45
"661","yz1jaemv7",1,1,3,2,1,1,3,2,1,1,1,4,2,1,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,34
"662","xwn4kgj1b",11,2,1,4,1,0,2,1,0,0,1,1,0,0,5,1,1,0,2,1,0,0,1,1,1,0,0,0,0,3,0,2,1,0,0,0,43
"663","hvpd6ntf3",3,4,5,6,0,0,0,2,2,0,0,0,3,0,2,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,34
"664","xpvu2nqy6",2,2,0,2,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15
"665","la6g2z5kh",9,2,1,4,1,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,30
"666","kobm1ca9d",1,1,1,0,1,0,1,1,3,1,1,0,1,1,0,4,0,0,1,0,1,2,0,0,1,1,2,2,1,0,1,0,3,0,0,0,32
"667","q5f8dph4r",1,1,2,0,1,0,2,2,1,0,0,1,3,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,19
"668","lgp4wsyn7",6,2,1,0,2,6,2,0,1,1,1,2,1,0,2,0,9,1,0,0,0,1,3,1,0,0,3,0,0,0,1,1,0,2,0,0,49
"669","enty1rp7o",2,0,1,2,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,1,0,0,0,0,0,20
"670","sna8fm46b",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,10
"671","9vbpkwyxl",5,1,5,1,1,1,0,11,2,1,2,0,0,0,4,7,1,1,3,2,3,0,1,0,0,2,1,0,2,1,1,3,0,0,0,0,62
"672","kptiz4odg",11,6,0,4,1,2,1,0,1,0,0,2,1,0,7,4,1,0,1,1,1,0,1,0,0,0,0,0,1,2,1,0,2,0,0,0,51
"673","vr46eq19j",14,1,2,10,0,3,1,1,0,2,1,3,0,4,2,0,8,5,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,61
"674","bvq6dxtkp",3,0,0,2,4,0,0,0,3,0,1,1,1,0,0,12,0,1,2,0,0,0,1,0,0,0,1,0,2,0,0,4,0,0,0,0,38
"675","gvp45ucld",5,2,0,0,3,0,1,2,0,0,1,1,0,0,0,5,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,32
"676","xyg7hubz1",10,2,0,8,1,1,1,0,3,0,0,0,1,0,2,8,1,0,2,0,0,0,1,0,1,0,0,0,0,3,0,5,1,0,0,0,51
"677","as5thbzgi",1,1,2,0,1,0,0,0,1,0,0,0,0,0,2,12,0,0,2,0,0,0,2,0,1,2,1,0,0,0,0,5,0,0,0,0,33
"678","y71dx9zet",4,0,2,2,1,0,0,0,1,2,0,1,1,1,1,13,0,0,9,0,1,1,2,2,0,0,0,2,0,0,0,7,3,0,0,1,57
"679","72sbkoyw9",5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,14
"680","txymvh6d3",1,0,0,2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10
"681","wy6h9t2um",7,1,3,2,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21
"682","jmhqdcw8g",3,1,1,3,0,0,0,1,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17
"683","3leymg7xv",4,1,1,3,3,3,0,1,0,0,1,2,0,0,5,0,1,0,8,1,0,0,0,0,0,0,0,2,2,0,0,0,3,2,0,0,43
"684","r8twv957y",10,0,0,10,1,0,12,0,3,4,0,1,0,1,4,1,0,0,5,0,1,0,0,1,0,0,3,3,4,0,1,0,0,2,0,0,67
"685","vceuqgni5",3,2,1,1,0,0,1,2,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18
"686","46jble82x",3,4,2,1,0,1,3,3,1,1,0,1,4,0,1,0,0,1,0,0,1,0,0,0,6,1,2,1,3,0,0,0,0,0,0,0,40
"687","84216tzug",3,4,0,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,21
"688","xq615m9sr",20,4,3,14,0,0,0,0,1,0,2,2,0,1,4,0,1,2,0,0,1,0,1,0,2,1,0,4,1,6,2,1,2,1,0,0,76
"689","pqciefg6u",1,1,2,7,3,0,0,0,1,1,1,0,0,0,1,0,1,2,9,0,0,0,1,0,0,0,0,4,0,0,1,0,10,0,0,0,46
"690","b4udjpw5t",6,1,3,1,3,10,2,0,0,0,1,0,1,0,0,5,6,0,2,0,0,0,2,0,1,0,2,1,1,0,0,0,2,0,0,0,50
"691","plureq4gs",3,3,1,5,3,0,1,0,0,1,2,0,0,0,3,2,0,0,17,0,0,0,0,1,1,2,1,3,0,0,2,1,6,0,0,0,58
"692","nbkf71wux",3,0,1,4,1,2,1,0,1,1,0,0,0,11,0,0,12,3,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,46
"693","c7jia2l5h",6,2,1,4,2,5,1,2,0,0,0,1,0,0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,33
"694","nmz17gi4f",2,3,13,1,1,2,0,10,0,0,2,0,4,0,1,0,3,0,0,1,4,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,53
"695","e8duxa4pv",13,2,2,8,1,0,0,0,3,1,1,1,0,16,5,3,17,2,2,0,2,1,1,1,2,1,2,1,1,0,1,1,4,0,0,0,95
"696","4z52rnm3f",10,1,0,0,1,0,5,0,5,0,0,0,0,1,4,0,1,1,0,0,0,0,0,4,0,1,5,0,2,0,2,0,0,1,0,0,44
"697","ip69nyvef",3,2,0,4,1,0,3,3,0,1,0,2,2,1,1,1,1,1,11,1,0,1,4,1,1,2,0,2,1,0,0,2,5,0,0,0,57
"698","oq5lescr4",3,1,1,0,1,1,5,6,1,0,0,0,6,0,0,0,0,0,0,2,0,0,1,0,4,0,0,2,0,1,2,1,0,0,0,0,38
"699","wu1ob42py",5,1,0,2,1,0,4,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,26
"700","l764vnhoi",1,4,0,2,0,1,0,1,0,0,0,1,1,0,0,5,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,22
"701","lqct5bum6",2,1,2,1,1,1,1,0,2,2,1,0,1,1,0,7,0,0,3,0,0,1,4,0,1,5,1,0,0,0,0,4,1,0,0,0,43
"702","rw2mj3chz",1,2,2,1,4,3,4,0,1,1,0,2,0,1,0,11,3,3,4,2,0,1,4,0,1,0,0,1,0,1,1,4,0,0,0,0,58
"703","frd6tp3kw",1,0,0,0,0,0,3,0,0,2,0,0,0,11,0,0,10,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,33
"704","qagx5fwsy",4,3,3,1,3,5,0,0,0,1,1,2,0,1,1,3,10,2,1,0,1,1,0,0,0,0,3,1,1,0,0,2,0,1,0,0,51
"705","lw593gk6o",3,1,3,2,0,1,9,0,8,4,1,0,1,13,0,1,15,3,2,0,0,1,0,1,2,1,5,1,12,3,2,3,0,0,0,0,98
"706","q18xjnf9v",7,2,1,10,1,1,0,2,1,0,0,0,1,1,5,3,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,2,2,0,0,0,45
"707","ha8dkzesu",1,0,1,2,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12
"708","m5cpn78ts",6,3,3,6,1,2,0,2,0,0,1,0,1,0,2,2,0,0,2,2,0,1,0,0,1,0,0,0,0,0,1,2,2,2,0,1,43
"709","jw4ton8r3",2,2,2,0,0,0,0,0,3,0,2,0,0,2,0,1,0,0,0,1,2,0,2,0,1,0,0,0,3,0,0,0,1,0,0,16,40
"710","b937ti6yq",4,0,1,2,0,2,0,1,4,1,0,0,3,0,1,19,0,1,0,0,1,0,4,2,1,1,0,1,0,0,0,13,0,0,0,0,62
"711","comnrkvq7",9,1,2,7,2,0,1,0,2,0,0,1,1,1,2,16,0,0,5,1,0,0,2,0,1,1,0,2,2,8,1,6,3,1,0,0,78
"712","qh7zgjc9k",2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,0,2,0,0,0,0,0,13
"713","bz7gu6mow",3,0,1,2,1,2,0,0,0,1,0,0,0,4,0,0,6,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25
"714","yh4icu5ns",1,0,0,1,0,1,1,0,3,2,0,0,0,1,2,12,0,1,1,2,0,0,1,0,0,1,0,0,1,1,0,8,0,0,0,0,40
"715","2opt6598f",4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11
"716","x7tevn5ym",3,1,0,5,2,2,0,2,1,0,0,1,1,1,1,8,1,3,6,0,0,3,4,0,2,1,1,1,3,0,2,3,4,0,0,13,75
"717","1muo8vw47",5,2,1,2,4,5,2,1,1,1,0,6,0,0,3,6,6,2,2,0,2,1,3,0,2,0,1,0,1,0,0,1,0,0,0,0,60
"718","c3spxuf6h",1,2,1,0,0,1,1,0,0,1,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14
"719","ja1y36nrw",3,2,1,2,1,3,0,0,1,0,0,3,0,0,1,1,3,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,27
"720","9as8u6pil",5,3,1,3,2,0,3,2,4,2,0,0,0,0,1,0,2,1,3,2,1,1,1,0,0,0,4,1,4,3,2,0,2,0,0,3,56
"721","njioudz1c",7,0,0,2,0,1,3,3,2,2,1,0,9,1,1,1,1,0,2,1,1,0,1,1,3,6,0,1,1,0,1,1,0,1,0,0,54
"722","buepvatjl",4,0,0,3,0,0,1,0,2,0,0,0,0,0,2,4,0,0,3,1,1,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,27
"723","6y8pamtrn",0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
"724","ij7cb489f",5,1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"725","sg4frkcd3",10,1,0,4,0,0,0,0,1,2,0,0,0,1,4,8,0,1,2,3,0,0,0,0,1,0,0,0,1,3,0,4,1,0,0,0,47
"726","7i8dm1wpr",1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,3,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,18
"727","yl1jtd65m",4,1,2,3,1,0,0,1,0,1,2,0,2,1,0,0,1,1,11,2,1,1,1,1,1,1,0,2,0,0,0,1,7,0,0,0,49
"728","nqmi8tk4c",1,1,1,3,0,13,1,4,2,0,3,1,0,0,0,4,1,0,2,2,0,1,1,1,0,7,0,0,0,0,0,6,1,2,0,0,58
"729","jvwumfx4n",3,3,0,2,2,4,0,0,3,2,2,0,1,0,1,12,0,0,2,0,1,0,4,0,0,2,0,2,0,1,0,2,1,0,0,0,50
"730","oi9ql1rpt",1,0,0,0,0,2,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,13
"731","z7u84pki2",10,3,0,4,1,0,0,0,0,0,0,1,0,1,2,0,2,0,11,2,0,1,1,0,1,0,2,3,1,1,2,1,7,1,0,0,58
"732","g5cu3dlzf",5,0,1,3,0,2,1,0,0,2,0,2,0,0,2,1,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,26
"733","t3ibm9fj1",3,0,0,1,0,0,2,1,3,0,2,1,0,0,1,10,0,1,3,0,1,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,37
"734","7txlr8v45",2,1,0,1,0,0,10,0,5,2,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,6,0,1,0,6,0,0,0,0,0,40
"735","9zgw1ntc2",1,2,0,3,0,1,0,0,0,2,0,0,0,2,0,2,7,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,23
"736","qnyd541kb",9,2,0,4,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,33
"737","o8ile5kp4",1,1,2,0,0,0,0,4,0,1,0,0,0,0,1,0,1,1,0,1,0,2,1,2,1,2,0,0,2,3,0,0,1,2,0,8,37
"738","d5s6rjx4y",9,2,0,5,1,0,2,0,4,3,0,0,1,2,3,6,2,0,6,0,1,0,0,0,0,0,1,0,2,3,3,5,2,0,0,0,63
"739","buatxn87m",0,1,2,3,0,1,4,0,1,4,1,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,4,0,1,0,0,0,1,0,0,0,28
"740","meihoy4aq",2,0,3,1,1,1,0,1,0,0,2,2,0,0,1,1,1,0,2,0,0,0,2,1,0,1,0,1,1,0,1,0,5,0,0,0,30
"741","r2j6g8ahn",2,1,0,2,2,0,1,3,0,2,0,2,5,12,0,3,11,1,4,0,1,0,0,0,0,2,0,2,1,0,0,1,4,0,0,0,62
"742","jbdqw129t",7,2,1,5,1,0,7,0,4,1,0,0,0,7,4,0,2,2,2,0,0,1,0,1,1,1,7,1,3,0,1,1,1,0,0,0,63
"743","hdyb3cznm",10,4,4,6,2,3,1,0,3,1,1,0,1,0,4,1,1,1,14,0,3,0,1,2,0,1,0,8,0,1,0,0,7,0,0,3,83
"744","5o4dik3um",2,1,5,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,19
"745","264qfiyt1",2,1,4,1,0,0,0,0,0,1,1,1,0,2,2,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,8,28
"746","68lutjk59",5,1,1,7,1,8,3,1,4,1,0,3,3,0,3,6,12,1,3,1,0,0,1,0,0,0,4,0,3,0,2,5,1,2,0,0,82
"747","cu9kxt3sr",6,0,1,3,1,1,1,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,24
"748","sgt6hy87o",2,0,3,0,0,0,1,0,3,1,0,2,1,0,1,14,0,0,5,1,0,0,3,0,0,2,0,1,0,1,0,9,1,0,0,0,51
"749","x1m7wfp24",3,2,0,7,2,1,5,1,5,3,3,3,0,3,1,20,1,1,12,2,0,1,6,4,1,0,7,3,4,1,2,10,7,0,0,0,121
"750","hze4j5pc3",8,2,5,3,0,1,1,3,0,1,0,1,0,1,2,3,0,0,0,1,3,0,1,0,1,1,0,1,2,0,1,2,1,2,0,15,62
"751","zoghpqknd",3,0,5,3,0,0,1,11,1,0,2,0,2,0,0,7,2,0,2,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,46
"752","yal3467st",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6
"753","de9ly4mru",4,3,1,2,1,4,2,2,0,1,1,0,9,0,1,2,0,0,1,0,0,1,0,1,4,8,1,2,0,3,1,0,1,1,1,10,68
"754","l9jiz3r5w",3,0,1,1,1,1,0,2,1,1,1,0,0,0,0,9,0,0,3,0,0,0,2,1,0,0,0,0,0,1,0,4,1,0,0,0,33
"755","3krx527le",1,1,1,2,0,0,1,0,1,0,0,0,2,0,0,4,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,18
"756","lx65vuai9",2,4,2,5,1,0,1,0,2,1,1,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,1,4,1,6,0,0,7,1,0,0,57
"757","arvqchbw8",2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12
"758","ydnq16ikr",9,0,1,6,0,0,4,1,0,1,0,1,2,3,0,0,8,1,10,1,1,0,1,1,4,2,4,4,4,0,4,1,6,0,0,0,80
"759","wgid7hf2v",3,1,0,1,2,1,4,0,5,3,0,2,0,0,1,0,1,1,1,0,1,0,0,1,0,0,4,1,2,3,5,1,0,1,0,0,45
"760","pvd5nrcm4",1,0,1,2,3,3,7,8,3,1,1,0,4,2,3,0,0,0,0,1,0,2,1,1,5,3,0,0,0,2,0,2,0,1,0,0,57
"761","pvw9ndu3z",5,0,1,1,0,2,1,0,2,1,1,1,1,7,1,4,1,2,11,0,1,0,3,0,1,0,1,6,0,0,0,6,3,0,0,0,63
"762","xitmy6j17",3,5,1,3,1,5,0,0,1,1,1,6,0,1,4,0,3,1,8,0,1,1,0,1,1,0,0,11,0,0,2,0,5,0,0,0,66
"763","jhw2s63z1",6,1,0,4,2,1,2,3,1,0,1,6,1,3,2,1,7,2,1,0,0,0,2,1,1,0,0,0,1,0,0,1,1,1,0,0,52
"764","spqjlnia3",2,3,3,1,0,0,9,6,2,0,0,1,1,2,0,4,2,1,0,1,4,0,1,0,1,1,7,0,5,1,3,1,1,0,0,0,63
"765","ile6m5bj3",1,1,3,1,0,2,3,1,0,2,1,0,0,0,1,4,0,0,3,0,0,0,0,0,0,4,1,0,1,1,0,3,0,0,0,0,33
"766","gdu69of7x",5,2,1,1,1,4,1,2,1,0,1,1,1,0,2,1,1,3,3,0,0,0,0,2,0,7,0,1,0,0,2,1,2,0,0,5,51
"767","r6xlb3pvq",5,2,1,8,2,4,1,0,4,0,1,1,1,0,0,10,2,1,8,1,0,1,4,1,0,0,0,2,0,0,1,8,4,1,0,0,74
"768","zw826apkc",2,0,2,0,0,0,0,1,0,1,0,0,0,1,2,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,20
"769","onfmk7jiz",7,2,1,3,3,0,1,1,1,0,1,0,1,1,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,30
"770","ox6in3cqp",2,3,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
"771","wsiqt1xpu",1,0,0,0,1,0,3,0,3,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,18
"772","vjnh5sk8r",5,3,2,1,1,6,3,6,2,0,2,0,7,0,3,0,1,1,0,1,0,0,0,3,1,7,1,0,2,0,2,0,0,1,0,0,61
"773","ysientx49",1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,16
"774","2de9f7mov",2,2,1,4,1,0,0,0,2,0,0,1,2,0,1,3,2,0,0,0,0,0,4,1,1,2,1,0,0,0,0,0,0,0,0,0,30
"775","9rdyohlg8",15,2,0,7,0,1,5,2,4,5,1,0,1,0,2,2,0,1,2,0,1,0,1,0,2,0,6,1,1,1,1,2,2,1,0,0,69
"776","dusi3a7n9",10,1,1,1,1,0,0,0,0,0,2,0,0,1,4,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,27
"777","qmi87lvgf",1,1,2,0,1,3,0,1,3,2,0,4,0,0,1,0,6,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,32
"778","3e12qynod",2,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,13
"779","vs6rbxdyi",6,0,3,2,0,1,0,1,1,1,2,1,0,1,1,0,1,1,0,1,4,0,1,0,1,1,0,1,0,1,0,0,0,0,0,5,37
"780","e58rcyqg4",2,2,10,1,0,0,0,7,1,0,0,1,4,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,36
"781","v69b1gzux",0,1,2,0,0,0,1,12,0,2,0,1,4,0,0,2,0,0,2,0,0,0,4,0,1,1,0,0,0,1,1,1,0,1,0,0,37
"782","ec1b3nhtj",5,0,0,4,1,0,0,0,0,1,0,0,0,17,2,1,9,4,1,0,1,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,52
"783","8w5rnhixj",1,3,2,5,2,0,0,0,0,0,3,0,0,1,0,4,0,0,4,0,2,1,0,0,1,0,0,3,0,0,0,0,4,0,0,0,36
"784","m39xvupbz",5,1,0,2,0,0,0,1,0,1,2,0,0,1,2,1,2,1,0,1,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,27
"785","s2g345atd",8,0,2,5,3,1,6,1,0,1,3,0,0,0,2,0,0,0,1,1,2,1,0,1,0,0,5,0,2,0,0,3,4,0,0,0,52
"786","5tz1aijqm",2,1,1,0,0,0,4,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,1,1,1,1,1,0,0,0,22
"787","vj8f9qzk3",5,0,3,5,0,1,4,0,2,1,0,1,1,1,1,3,2,0,7,1,1,0,0,1,3,1,2,3,0,0,0,2,4,0,0,9,64
"788","nv84uckhe",17,2,8,2,2,4,1,6,2,0,1,1,3,0,7,8,5,0,5,0,3,0,4,1,2,0,3,1,0,14,2,4,2,0,0,0,110
"789","qc8fsnbto",1,1,0,0,1,0,0,1,1,1,1,0,0,2,1,0,3,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,22
"790","5oge7tvmz",2,1,1,2,1,1,10,1,5,2,1,1,0,1,1,0,0,0,0,2,0,0,0,1,1,2,5,3,5,0,5,2,0,0,0,1,57
"791","ds2xe354k",1,0,0,1,1,0,0,3,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,15
"792","lxub2qp6a",1,2,0,0,1,0,5,3,3,0,0,1,11,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,34
"793","mfvchrwpa",7,1,0,5,0,0,0,1,2,1,0,0,0,1,5,2,1,1,5,0,1,1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,39
"794","r1a9knt5f",2,1,2,3,0,1,0,0,0,0,1,0,1,5,0,0,3,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,23
"795","slpdye85b",7,2,0,1,0,0,1,0,1,1,1,0,0,3,1,0,5,2,0,0,0,1,0,1,0,1,0,0,0,6,0,0,0,1,0,0,35
"796","3abitsuq9",1,0,0,1,0,1,0,0,2,0,0,1,0,0,1,7,1,0,4,0,0,0,1,1,0,0,0,0,3,1,1,3,1,0,0,4,34
"797","htukfpevj",3,3,4,1,0,1,2,0,3,0,0,0,0,19,0,0,19,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,66
"798","7viosne3x",5,1,2,4,1,1,1,2,1,1,0,0,6,15,0,0,10,2,1,1,0,1,0,1,1,0,1,0,1,8,1,0,2,1,0,0,71
"799","6btlzd8oh",3,1,2,0,0,1,3,0,2,3,0,0,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,24
"800","3laq2p19s",4,1,1,2,0,1,3,3,0,1,0,0,5,0,3,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,1,0,0,31
"801","xqrvmc8zn",5,0,2,2,1,1,4,1,1,1,0,1,0,0,0,2,1,1,1,1,1,0,3,0,2,1,0,0,0,0,0,1,0,0,0,5,38
"802","wejaxfpcv",9,0,1,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,22
"803","sjb7fv9t4",4,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,2,1,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,19
"804","wny4zjaqf",3,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,13
"805","zf9pxr4ek",3,3,9,3,2,1,0,10,2,1,0,2,3,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,48
"806","lqmnokvs9",3,3,0,3,0,1,7,0,8,5,0,1,1,0,0,2,0,0,0,1,1,1,1,2,0,0,7,1,4,1,1,0,1,2,0,0,57
"807","eb9zgy1dv",3,0,5,1,2,0,0,6,1,2,0,0,1,0,1,0,4,0,1,0,3,1,2,0,0,0,0,1,2,1,0,0,0,0,0,11,48
"808","k4m5ta2u1",17,4,1,6,2,0,0,3,2,2,0,0,0,0,4,0,2,1,2,1,0,4,1,2,3,0,1,3,2,14,3,0,5,0,0,1,86
"809","k7aqzprjg",3,0,0,3,1,0,1,0,1,0,0,0,0,1,0,0,0,1,4,1,0,0,1,0,0,0,0,2,0,2,1,0,6,0,0,0,28
"810","o2wd4l8se",5,5,2,6,2,2,9,4,3,4,1,1,0,1,2,0,0,1,0,4,5,1,0,1,1,6,5,1,6,2,3,1,0,1,0,0,85
"811","2lc9k6fny",6,0,0,5,0,1,4,2,0,1,1,2,3,1,7,0,1,0,2,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,43
"812","vipcw98lz",6,2,4,2,0,0,0,7,1,1,0,1,4,0,0,9,0,2,3,2,3,0,1,0,2,0,1,1,1,1,1,4,0,0,0,0,59
"813","g87s4dwmf",2,1,3,0,1,0,1,1,1,0,0,0,2,12,0,10,5,1,3,0,0,0,2,0,0,0,1,0,0,7,0,4,2,0,0,0,59
